Título,Fecha,Formato,idTutor,Tutor,Instit_Tutor,idRevisor,Revisor,Instit_Revisor,Nota
Elección de Carrera: Motivos por los cuales los adolescentes estudian psicología en Uruguay.,22/09/2016,Pre-proyecto de investigación,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,12
Relaciones adulto-joven y procesos de individuación. Un análisis de su relación en base a las experiencias de jóvenes en una institución de enseñanza media pública en Montevideo.,22/09/2016,Pre-proyecto de investigación,8975,Fernando Rodrigo Vaccotti Martins,"Instituto de Psicología, Educación y Desarrollo Humano",8775,Cecilia Maria Pereda Bartesaghi,"Instituto de Psicología, Educación y Desarrollo Humano",12
"Una revisión crítica al fenómeno de laicidad uruguayo, en clave de ciudadanía y subjetividades políticas",22/09/2016,Monografía,8860,Jose Eduardo Viera Paparamborda,Instituto de Psicología de la Salud,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,12
Influencia del color en la percepción de saludable de alimentos,23/09/2016,Artículo científico,9238,Gastón Ares,Centro de Investigación Básica en Psicología,8729,Alejandro Mauricio Maiche Marini,Instituto de Fundamentos y Métodos en Psicología,12
Impacto de los procesos psicosociales en personas con esquizofrenia,23/09/2016,Monografía,8982,Rossina Laura Machiñena Spera,Instituto de Fundamentos y Métodos en Psicología,9001,Miriam Dinorah Larrosa Sopeña,Instituto de Fundamentos y Métodos en Psicología,10
Cesárea Humanizada ¿qué puede hacer la diferencia?,23/09/2016,Monografía,9482,Maria Carolina Farias Rodriguez,Instituto de Psicología de la Salud,8797,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,12
Nuevos vínculos amorosos en la Hipermodernidad: ansiedad y sensación de vacío,23/09/2016,Monografía,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,12
El Cuerpo escenario de expresión bio-psico-ambiental,23/09/2016,Monografía,8742,Ana Laura Russo Cancela,Instituto de Fundamentos y Métodos en Psicología,8758,Beatriz Gloria Falero Bonilla,Instituto de Fundamentos y Métodos en Psicología,12
Hipermodernidad: la ansiedad como una de sus repercusiones psico-sociales,23/09/2016,Pre-proyecto de investigación,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,9001,Sylvia Norma Montañez Fierro,Instituto de Fundamentos y Métodos en Psicología,10
Roles de género y transmisión intergeneracional en mujeres adultas mayores,23/09/2016,Pre-proyecto de investigación,8934,Monica Sandra Llado Olivera,Instituto de Psicologìa Social,8988,Maria Lidia Carbajal Morales,Instituto de Psicologìa Social,12
La participación de las personas con demencia respecto al tratamiento y cuidado,23/09/2016,Pre-proyecto de investigación,8973,Elbio Robert Perez Fernandez,Instituto de Psicologìa Social,8908,Sandra Monica Lopez,Instituto de Psicologìa Social,11
"VÍNCULO INTERGENERACIONAL, ENVEJECIMIENTO Y EDUCACIÓN A LO LARGO DE TODA LA VIDA",23/09/2016,Monografía,8908,Maria Lidia Carbajal Morales,Instituto de Psicologìa Social,8934,Monica Sandra Llado Olivera,Instituto de Psicologìa Social,9
Sexualidad e Hipermodernidad,23/09/2016,Pre-proyecto de investigación,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,10
Representaciones sociales de un equipo de profesionales de la salud acerca de los y las adolescentes y sus consecuencias en la atención.,23/09/2016,Artículo científico,8905,Maria Alejandra Arias Lozano,Instituto de Psicología de la Salud,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,9
VIOLENCIA SOCIAL HACIA EL ADULTO MAYOR EN LA HIPERMODERNIDAD,23/09/2016,Pre-proyecto de investigación,8744,Ana Maria Araujo Felice,Instituto de Fundamentos y Métodos en Psicología,9010,Virginia Masse Fagundez,Instituto de Fundamentos y Métodos en Psicología,11
Representaciones sociales de parentalidad de operadores/as de políticas de primera infancia en Uruguay. Análisis desde la perspectiva de género.,23/09/2016,Pre-proyecto de investigación,8905,Maria Alejandra Arias Lozano,Instituto de Psicología de la Salud,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,11
Psicoterapia multifamiliar en pacientes con esquizofrenia,26/09/2016,Monografía,8871,Laura De Los Santos Balcells,Instituto de Psicología Clínica,8853,Jorge Pablo Bafico Alvarez,Instituto de Psicología Clínica,10
Las toxicomanías y su abordaje hoy. Consideraciones desde una persepectiva psicoanalítica.,26/09/2016,Monografía,8827,Geraldina Silvana Pezzani Di Falco,Instituto de Psicología Clínica,8871,Laura De Los Santos Balcells,Instituto de Psicología Clínica,9
La violencia doméstica desde el varón hacia la mujer a partir de la situación de embarazo.,26/09/2016,Monografía,8828,Walter Gonzalo Corbo Correa,Instituto de Psicología Clínica,8986,Sandra Gabriela Falero Pereira,Instituto de Psicología Clínica,11
Abuso sexual infantil: dimensiones del problema y su detección,26/09/2016,Monografía,9458,Raquel Galeotti,Instituto de Psicologìa de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,9
"Trauma psíquico y Trastorno por Estrés Post Traumático, ¿es posible un abordaje desde la teoría psicoanalítica?",26/09/2016,Monografía,8885,Lisandro Heber Vales Motta,Instituto de Fundamentos y Métodos en Psicología,8953,Maria Nelly Rodriguez Ricciuto,Instituto de Psicología Clínica,9
"Atención en salud mental en ESA desde perspectivas de adolescentes y equipo técnico, un estudio de caso",26/09/2016,Pre-proyecto de investigación,9458,Raquel Galeotti,Instituto de Psicologìa de la Salud,8745,Anabel Lilian Beniscelli Taibo,Instituto de Psicología de la Salud,12
El regreso de los hijos de Gardel: Repercusiones psico-sociales de los procesos de duelo en migrantes de retorno.,26/09/2016,Pre-proyecto de investigación,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,12
Duelo infantil. Manifestaciones Clínicas,26/09/2016,Pre-proyecto de investigación,8942,Maria Pilar Bacci Mañaricua,Instituto de Psicología Clínica,8821,Gabriela Lilian Bruno Camares,Instituto de Psicología Clínica,10
La importancia de los vínculos en el proceso de construcción de la resiliencia,26/09/2016,Monografía,9000,Maria Susana Martinez Ferreira,Instituto de Psicología Clínica,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,11
La incidencia de los desastres socionaturales en la resiliencia ante el suicidio de adolescentes. Estudio sobre el impacto del tornado del 15A en la ciudad de Dolores en estudiantes del Ciclo Básico del liceo n° 1.,26/09/2016,Pre-proyecto de investigación,8833,Graciela Ines Loarche Guerra,Instituto de Psicología de la Salud,8793,Denisse Dogmanas Perelman,Instituto de Psicología Clínica,12
Devoluciòn en niños en un proceso de Intervención Diagnóstica,26/09/2016,Monografía,8915,Maria Patricia Dominguez Perez,Instituto de Psicología Clínica,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,7
"Cuento Personalizado, aspectos comprometidos del profesional al momento de la creación de la técnica en la entrevistas de devolución",26/09/2016,Pre-proyecto de investigación,8915,Maria Patricia Dominguez Perez,Instituto de Psicología Clínica,8721,Adriana Maria Tortorella Boliolo,Instituto de Psicología Clínica,7
Prácticas psicológicas realizadas con adolescentes infractores.,27/09/2016,Pre-proyecto de investigación,8890,Lucia Pierri Aguerre,Instituto de Psicologìa Social,8873,Laura Lopez Gallego,Instituto de Psicología Social,8
La construcción de Moisés y la religión monoteísta,27/09/2016,Monografía,8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,8896,Magdalena Estela Filgueira Emeric,"Instituto de Psicología, Educación y Desarrollo Humano",12
Modalidades de relacionamiento con la locura: perspectivas para la inclusión comunitaria,27/09/2016,Monografía,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,8719,Adriana Beatriz Molas De La Quintana,Instituto de Fundamentos y Métodos en Psicología,11
Los efectos de las Tecnologías de la Información y la Comunicación en la motivación en el proceso de aprendizaje,27/09/2016,Monografía,8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",8869,Karina Curione Bulla,Instituto de Fundamentos y Métodos en Psicología,9
"Resignificaciones y sentidos sobre identidad,trayectoria vital y lugar de origen en sujetos adultos egresados de la Universidad que provienen del medio rural",27/09/2016,Pre-proyecto de investigación,8785,Daniela Carolina Diaz Santos,Instituto de Psicología de la Salud,8895,Mabel Carolina Ruiz Barbot,"Instituto de Psicología, Educación y Desarrollo Humano",12
"Hacia el encuentro con lo ajeno del otro que hay en uno mismo. Acerca de las dificultades de aprendizaje, fracaso escolar y el dispositivo psicopedagógico grupal",27/09/2016,Monografía,8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",8896,Magdalena Estela Filgueira Emeric,"Instituto de Psicología, Educación y Desarrollo Humano",9
Aborto voluntario en contexto legal: experiencia subjetiva de usuarias que interrumpieron el embarazo en los servicios de salud de ASSE de Las Piedras,27/09/2016,Pre-proyecto de investigación,8984,Sabrina Rossi Rodriguez,Instituto de Psicología de la Salud,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,9
La educación inicial y la incorporación de la Tecnología de la Inormación y la Comunicación en el aula,27/09/2016,Monografía,8806,Esther Haydee Angeriz Pampin,"Instituto de Psicología, Educación y Desarrollo Humano",9458,Raul Dario De Leon Siri,Instituto de Psicología de la Salud,9
La trata de mujeres con fines de explotación sexual comercial en Uruguay y la región. La esclavitud del siglo XXI,27/09/2016,Monografía,8728,Alejandra Lopez Gomez,Instituto de Psicología de la Salud,8789,Raquel Galeotti,"Instituto de Psicología, Educación y Desarrollo Humano",8
La sexualidad en la Discapacidad Motriz adquirida; resignificación del cuerpo,27/09/2016,Monografía,8799,Jose Eduardo Sivori Martinez,Instituto de Fundamentos y Métodos en Psicología,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,12
Construcción de identidades en niños que vivieron el encarcelamiento junto a su madre,27/09/2016,Pre-proyecto de investigación,8951,Natalia Laino Topham,Instituto de Psicologìa Social,8773,Ana Cecilia Marotta Mendez,Instituto de Psicologìa Social,9
Corpografia del hambre. Cuerpos que resisten,27/09/2016,Monografía,8764,Nivia Carmen Dangiolillo Espinel,Instituto de Psicologìa Social,8817,Natalia Laino Topham,Instituto de Psicología Clínica,11
La pérdida en cuerpo propio: un posible tránsito de la neurosis traumática al duelo,27/09/2016,Monografía,8838,Jose Guillermo Milan Ramos,Instituto de Psicología Clínica,8951,Flora Ana Singer Sztajnic,Instituto de Psicologìa Social,6
Víctimo-asistencia: atención a víctimas de delitos violentos,27/09/2016,Monografía,8938,Maria Celia Robaina Sindin,Instituto de Psicología de la Salud,9458,Raquel Galeotti,Instituto de Psicología de la Salud,8
El apego y el juego en el infante y su relación con el proceso de simbolización. Una mirada psicoanalítica,28/09/2016,Monografía,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,8801,Elika Capnikas Nemirovsky,Instituto de Psicología Clínica,8
"Esquizofrenia:  teoría de la mente, conciencia de enfermedad y adherencia al tratamiento.",28/09/2016,Pre-proyecto de investigación,8885,Lisandro Heber Vales Motta,Instituto de Fundamentos y Métodos en Psicología,9268,Luis Sergio Dansilio De Simone,Otros,12
Por qué incluir a los padres en la clínica psicoanalítica infantil. Aspectos a considerar.,28/09/2016,Monografía,8809,Evelina Kahan Kruchik,Instituto de Psicología Clínica,8991,Elika Capnikas Nemirovsky,Instituto de Fundamentos y Métodos en Psicología,10
Tutorías entre Pares en Facultad de Psicología: aportes al estudiante tutor en sus Procesos de enseñanza – aprendizaje,28/09/2016,Pre-proyecto de investigación,9710,Virginia Rubio,Otros,8801,Alicia Álvarez De León,Instituto de Psicología Clínica,9
"Las TIC en tiempos Hipermodernos, re-pensar su papel en los espacios formativos en Facultad de Psicología",28/09/2016,Pre-proyecto de investigación,9268,Alicia Álvarez De León,Otros,9710,Virginia Rubio,Otros,10
Aprendizaje cooperativo para la inclusión educativa de niños/as con discapacidad intelectual en una escuela común uruguaya,29/09/2016,Pre-proyecto de investigación,8751,Andrea Jimena Viera Gomez,"Instituto de Psicologìa, Educación y Desarrollo Humano",8773,Beatriz Gloria Falero Bonilla,Instituto de Psicologìa Social,6
Violencia doméstica: construcción del vínculo madre-hijo varón y reproducción de vínculos violentos,29/09/2016,Pre-proyecto de investigación,8740,Ana Carina Rodriguez Dos Santos,Instituto de Psicología Social,8758,Ana Cecilia Marotta Mendez,Instituto de Fundamentos y Métodos en Psicología,12
Lenguaje y parálisis cerebral: El uso de los SAAC como medio de comunicación,29/09/2016,Monografía,8751,Andrea Jimena Viera Gomez,"Instituto de Psicología, Educación y Desarrollo Humano",8758,Beatriz Gloria Falero Bonilla,Instituto de Fundamentos y Métodos en Psicología,8
"Salud mental de niñas, niños y adolescentes desde una perspectiva de derechos: el Circo Social como herramienta de intervención Artístico- Cultural",29/09/2016,Monografía,8954,Nelson Jesus De Leon Lopez,Instituto de Psicologìa Social,8823,Gabriela Etcheverry Catalogne,Instituto de Psicología Social,10
Modelo de Atención familiar como Política Pública en Primera Infancia,29/09/2016,Pre-proyecto de investigación,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,9013,Yliana Zeballos Fernandez,"Instituto de Psicología, Educación y Desarrollo Humano",10
Percepción de los varones jóvenes acerca del Acoso Sexual Callejero dirigido a las mujeres.,29/09/2016,Artículo científico,8964,Pablo Adrián López Gómez,Instituto de Psicología de la Salud,8979,Rossana Blanco Falero,Instituto de Psicología de la Salud,10
Quehacer y vivencias de los psicólogos que se desempeñan en los CECAP como educadores referentes,29/09/2016,Pre-proyecto de investigación,8775,Cecilia Maria Pereda Bartesaghi,"Instituto de Psicología, Educación y Desarrollo Humano",8975,Fernando Rodrigo Vaccotti Martins,"Instituto de Psicología, Educación y Desarrollo Humano",8
